Compte ID Prestashop;Compte Client AS400
4104;T04688
4105;T17070
4106;T22139
4107;T23298
4108;T23349
4109;T17719
4110;T17348
4111;T19392
4112;T15709
4113;T10255
4114;T15852
4115;T61082
4116;T21244
4117;T23218
4118;T66994
4119;T20355
4120;T13480
4121;T17829
4122;T21971
4123;T25218
4124;T11504
4125;T18948
4126;T17226
4127;T21475
4128;T04856
4129;T15650
4130;T13833
4131;T22244
4132;T14230
4133;T22942
4134;T22290
4135;T20258
4136;T16229
4137;T61329
4138;T44813
4139;T22938
4140;T24659
4141;T16390
4142;T07515
4143;T07069
4144;T14771
4145;T25686
4146;T20533
4147;T15753
4148;T19972
4149;T18344
4150;T03517
4151;T21456
4152;T17099
4153;T53088
4154;T20778
4155;T04753
4156;T17307
4157;T18464
4158;T29067
4159;T19964
4160;T01019
4161;T20829
4162;T36577
4163;T05991
4164;T12889
4165;T31854
4166;T10681
4167;T04898
4168;T04888
4169;T18743
4170;T20057
4171;T18971
4172;T25046
4173;T21684
4174;T18568
4175;T31553
4176;T31329
4177;T18287
4178;T17446
4179;T03430
4180;T52999
4181;T21331
4182;T23884
4183;T18696
4184;T21867
4185;T20232
4186;T22061
4187;T23452
4188;T43721
4189;T07803
4190;T13167
4191;T17305
4192;T23125
4193;T17501
4194;T24877
4195;T21223
4196;T22412
4197;T22465
4198;T24865
4199;T22960
4200;T69410
4201;T13352
4202;T15007
4203;T08369
4204;T08645
4205;T25602
4206;T25607
4207;T19049
4208;T01102
4209;T16528
4210;T21068
4211;T08739
4212;T12142
4213;T13139
4214;T14956
4215;T08826
4216;T25617
4217;T02516
4218;T24159
4219;T16827
4220;T12211
4221;T06418
4222;T02044
4223;T17381
4224;T23996
4225;T22157
4226;T15679
4227;T11750
4228;T18274
4229;T16609
4230;T17239
4231;T17009
4232;T66023
4233;T17204
4234;T10317
4235;T13133
4236;T24136
4237;T11716
4238;T17139
4239;T19247
4240;T25089
4241;T16577
4242;T21620
4243;T11420
4244;T22262
4245;T21897
4246;T16201
4247;T22898
4248;T18108
4249;T00556
4250;T56254
4251;T21929
4252;T18446
4253;T11972
4254;T32818
4255;T04583
4256;T11040
4257;T15776
4258;T25073
4259;T12705
4260;T23897
4261;T23047
4262;T21504
4263;T24612
4264;T16686
4265;T05925
4266;T02851
4267;T07332
4268;T25692
4269;T09039
4270;T24704
4271;T25427
4272;T00094
4273;T02224
4274;T23736
4275;T23331
4276;T24592
4277;T21378
4278;T23882
4279;T65923
4280;T23664
4281;T33548
4282;T66213
4283;T20881
4284;T19540
4285;T23875
4286;T56411
4287;T36229
4288;T66868
4289;T66345
4290;T08344
4291;T21373
4292;T33394
4293;T33391
4294;T69271
4295;T43742
4296;T24230
4297;T22302
4298;T23856
4299;T20129
4300;T21199
4301;T14308
4302;T14493
4303;T21659
4304;T19780
4305;T17200
4306;T19896
4307;T08731
4308;T10069
4309;T18795
4310;T11472
4311;T06235
4312;T13516
4313;T36589
4314;T16967
4315;T36753
4316;T18051
4317;T23748
4318;T21216
4319;T29339
4320;T12581
4321;T17189
4322;T16876
4323;T22373
4324;T53710
4325;T19509
4326;T10535
4327;T17979
4328;T20099
4329;T21132
4330;T10601
4331;T15623
4332;T13788
4333;T11683
4334;T12261
4335;T33526
4336;T00100
4337;T04127
4338;T14455
4339;T23577
4340;T00611
4341;T15803
4342;T67149
4343;T18651
4344;T22705
4345;T15242
4346;T22268
4347;T16996
4348;T20127
4349;T13088
4350;T25233
4351;T22432
4352;T20040
4353;T18253
4354;T23879
4355;T13415
4356;T65817
4357;T12747
4358;T01625
4359;T21935
4360;T11751
4361;T17014
4362;T25387
4363;T12335
4364;T17175
4365;T21470
4366;T52780
4367;T14554
4368;T05503
4369;T09704
4370;T11156
4371;T12474
4372;T04256
4373;T00264
4374;T00252
4375;T03700
4376;T14626
4377;T11622
4378;T06104
4379;T16426
4380;T18463
4381;T15010
4382;T22270
4383;T53162
4384;T27225
4385;T18477
4386;T21474
4387;T15932
4388;T15412
4389;T12328
4390;T45121
4391;T24354
4392;T12731
4393;T16868
4394;T31393
4395;T16924
4396;T01671
4397;T23883
4398;T23239
4399;T07921
4400;T21411
4401;T01160
4402;T08853
4403;T65265
4404;T20069
4405;T12744
4406;T18013
4407;T19233
4408;T18088
4409;T12783
4410;T02888
4411;T00499
4412;T24034
4413;T17733
4414;T10370
4415;T19026
4416;T11818
4417;T14692
4418;T10414
4419;T03029
4420;T10823
4421;T16931
4422;T13846
4423;T59221
4424;T20285
4425;T20233
4426;T20234
4427;T20231
4428;T14836
4429;T19314
4430;T03560
4431;T02855
4432;T05272
4433;T11862
4434;T03140
4435;T00276
4436;T29543
4437;T18144
4438;T20274
4439;T07280
4440;T45274
4441;T09687
4442;T20955
4443;T24874
4444;T20531
4445;T22572
4446;T11227
4447;T10686
4448;T00295
4449;T23473
4450;T16231
4451;T03065
4452;T25535
4453;T34954
4454;T22693
4455;T18187
4456;T17361
4457;T01281
4458;T18563
4459;T11339
4460;T01409
4461;T60053
4462;T20852
4463;T02907
4464;T15919
4465;T11103
4466;T01976
4467;T00188
4468;T17294
4469;T21903
4470;T15472
4471;T15488
4472;T23710
4473;T52914
4474;T21458
4475;T19084
4476;T19699
4477;T05656
4478;T18238
4479;T19018
4480;T00116
4481;T17973
4482;T16758
4483;T18683
4484;T61338
4485;T02222
4486;T13635
4487;T36966
4488;T19411
4489;T30043
4490;T21595
4491;T21913
4492;T16960
4493;T00628
4494;T07490
4495;T00162
4496;T13623
4497;T02062
4498;T21568
4499;T17103
4500;T21569
4501;T65666
4502;T33178
4503;T20612
4504;T36780
4505;T18869
4506;T66766
4507;T15609
4508;T10551
4509;T19005
4510;T21270
4511;T11877
4512;T19257
4513;T19138
4514;T22968
4515;T18117
4516;T00307
4517;T01010
4518;T19270
4519;T15717
4520;T19236
4521;T13584
4522;T15365
4523;T17149
4524;T22772
4525;T00206
4526;T10713
4527;T14291
4528;T15422
4529;T15121
4530;T15849
4531;T20926
4532;T23551
4533;T11726
4534;T20451
4535;T69238
4536;T69385
4537;T20149
4538;T00367
4539;T12415
4540;T11428
4541;T16060
4542;T12256
4543;T14883
4544;T00389
4545;T15290
4546;T18538
4547;T11031
4548;T15658
4549;T19561
4550;T20448
4551;T18699
4552;T00002
4553;T01200
4554;T21095
4555;T10248
4556;T10563
4557;T00743
4558;T16685
4559;T33322
4560;T20596
4561;T40377
4562;T21297
4563;T22308
4564;T00708
4565;T21081
4566;T20574
4567;T16107
4568;T10952
4569;T16322
4570;T17549
4571;T09547
4572;T16644
4573;T22033
4574;T19264
4575;T16483
4576;T23988
4577;T19231
4578;T21107
4579;T21105
4580;T22098
4581;T14926
4582;T16779
4583;T01161
4584;T15917
4585;T18436
4586;T03002
4587;T17355
4588;T04736
4589;T17845
4590;T21801
4591;T10327
4592;T18863
4593;T21195
4594;T25409
4595;T52946
4596;T17815
4597;T21529
4598;T24063
4599;T09457
4600;T13841
4601;T16599
4602;T00409
4603;T56881
4604;T15417
4605;T23800
4606;T15699
4607;T17729
4608;T15349
4609;T33450
4610;T25779
4611;T12843
4612;T15123
4613;T00277
4614;T02695
4615;T18259
4616;T11626
4617;T10156
4618;T16448
4619;T05415
4620;T19545
4621;T23260
4622;T04326
4623;T22818
4624;T00798
4625;T24999
4626;T18912
4627;T23523
4628;T01441
4629;T14180
4630;T20766
4631;T18470
4632;T18473
4633;T22374
4634;T19781
4635;T19093
4636;T13538
4637;T17419
4638;T23185
4639;T21468
4640;T00354
4641;T05044
4642;T37225
4643;T19418
4644;T19227
4645;T25244
4646;T18367
4647;T13654
4648;T22065
4649;T20142
4650;T07129
4651;T25366
4652;T17399
4653;T05251
4654;T01615
4655;T08278
4656;T11233
4657;T21292
4658;T56854
4659;T12436
4660;T17956
4661;T08064
4662;T24455
4663;T05834
4664;T22784
4665;T17887
4666;T21065
4667;T00838
4668;T11927
4669;T22766
4670;T18539
4671;T19445
4672;T21607
4673;T18547
4674;T21704
4675;T15809
4676;T18832
4677;T52671
4678;T01561
4679;T00767
4680;T00258
4681;T19965
4682;T07663
4683;T22312
4684;T16269
4685;T20668
4686;T15783
4687;T25279
4688;T66398
4689;T16507
4690;T24535
4691;T20024
4692;T03247
4693;T18209
4694;T25064
4695;T14638
4696;T52546
4697;T21886
4698;T20308
4699;T12991
4700;T03258
4701;T17994
4702;T01920
4703;T19836
4704;T21200
4705;T23607
4706;T25119
4707;T13264
4708;T17948
4709;T00036
4710;T19210
4711;T01428
4712;T06807
4713;T16696
4714;T01030
4715;T21364
4716;T01822
4717;T12201
4718;T00799
4719;T03413
4720;T01381
4721;T11553
4722;T22607
4723;T23098
4724;T01629
4725;T16584
4726;T66990
4727;T27536
4728;T19290
4729;T06785
4730;T09374
4731;T16042
4732;T12378
4733;T23978
4734;T16317
4735;T19938
4736;T15563
4737;T11447
4738;T19010
4739;T16659
4740;T12526
4741;T24722
4742;T23579
4743;T26155
4744;T31392
4745;T20137
4746;T18158
4747;T21809
4748;T37032
4749;T23600
4750;T18084
4751;T16024
4752;T18934
4753;T19366
4754;T18028
4755;T03392
4756;T23399
4757;T20190
4758;T23994
4759;T06481
4760;T11699
4761;T24039
4762;T21534
4763;T11991
4764;T05850
4765;T22616
4766;T25364
4767;T14601
4768;T05755
4769;T20740
4770;T21839
4771;T41590
4772;T17671
4773;T14079
4774;T16423
4775;T19191
4776;T14664
4777;T13091
4778;T06848
4779;T26300
4780;T21348
4781;T09277
4782;T23337
4783;T01126
4784;T29615
4785;T43963
4786;T18762
4787;T03079
4788;T21885
4789;T23644
4790;T18502
4791;T00099
4792;T03964
4793;T21995
4794;T17179
4795;T16109
4796;T20836
4797;T12318
4798;T01212
4799;T20900
4800;T20831
4801;T20646
4802;T01387
4803;T03975
4804;T13268
4805;T18236
4806;T18567
4807;T18001
4808;T16445
4809;T00644
4810;T22142
4811;T21711
4812;T16657
4813;T24002
4814;T24657
4815;T12894
4816;T21584
4817;T12075
4818;T13083
4819;T22397
4820;T23505
4821;T15862
4822;T24504
4823;T00273
4824;T05971
4825;T18376
4826;T14245
4827;T15484
4828;T16134
4829;T16369
4830;T11343
4831;T00166
4832;T67700
4833;T13887
4834;T00302
4835;T69407
4836;T17031
4837;T13315
4838;T26196
4839;T16689
4840;T17089
4841;T21396
4842;T16339
4843;T19668
4844;T22255
4845;T19159
4846;T11531
4847;T16608
4848;T00463
4849;T23466
4850;T03421
4851;T25490
4852;T07842
4853;T42696
4854;T12099
4855;T01164
4856;T19059
4857;T19679
4858;T00781
4859;T19002
4860;T10179
4861;T16030
4862;T23293
4863;T00346
4864;T05570
4865;T20903
4866;T00663
4867;T30719
4868;T02081
4869;T14197
4870;T23536
4871;T20605
4872;T07429
4873;T22199
4874;T01582
4875;T15663
4876;T21405
4877;T04418
4878;T20134
4879;T14767
4880;T14410
4881;T22440
4882;T20514
4883;T19285
4884;T21111
4885;T65443
4886;T00120
4887;T22451
4888;T19667
4889;T18639
4890;T53763
4891;T20747
4892;T61417
4893;T14185
4894;T21072
4895;T25378
4896;T32563
4897;T25573
4898;T20177
4899;T18849
4900;T18139
4901;T00563
4902;T15952
4903;T18612
4904;T13336
4905;T09949
4906;T29418
4907;T69362
4908;T21339
4909;T18433
4910;T23514
4911;T00695
4912;T45628
4913;T12051
4914;T06057
4915;T54198
4916;T10470
4917;T18876
4918;T01504
4919;T08752
4920;T00717
4921;T00971
4922;T07620
4923;T00780
4924;T00184
4925;T60000
4926;T21108
4927;T14265
4928;T19952
4929;T53057
4930;T16033
4931;T18152
4932;T25072
4933;T42538
4934;T21094
4935;T25542
4936;T10188
4937;T17866
4938;T15323
4939;T24294
4940;T17276
4941;T28213
4942;T23062
4943;T22537
4944;T17921
4945;T22169
4946;T16235
4947;T19930
4948;T65453
4949;T18260
4950;T67023
4951;T26918
4952;T18524
4953;T20425
4954;T02415
4955;T19409
4956;T04845
4957;T05482
4958;T23966
4959;T22588
4960;T18735
4961;T22983
4962;T00479
4963;T13620
4964;T24990
4965;T12455
4966;T57242
4967;T15136
4968;T18460
4969;T14494
4970;T23309
4971;T43794
4972;T21603
4973;T21539
4974;T12510
4975;T16571
4976;T07337
4977;T08125
4978;T10751
4979;T11802
4980;T28955
4981;T15652
4982;T61204
4983;T15350
4984;T64943
4985;T23835
4986;T65693
4987;T05624
4988;T10486
4989;T17147
4990;T13714
4991;T27621
4992;T20400
4993;T20856
4994;T15187
4995;T16898
4996;T15506
4997;T23061
4998;T39189
4999;T26282
5000;T21878
5001;T17292
5002;T16462
5003;T24505
5004;T17313
5005;T05993
5006;T07248
5007;T01673
5008;T12046
5009;T11402
5010;T15300
5011;T11672
5012;T13216
5013;T14306
5014;T18690
5015;T12206
5016;T01992
5017;T15416
5018;T28757
5019;T13402
5020;T25619
5021;T20062
5022;T11537
5023;T04608
5024;T14016
5025;T00068
5026;T23426
5027;T16403
5028;T24003
5029;T20931
5030;T00836
5031;T02110
5032;T01540
5033;T21611
5034;T26191
5035;T20494
5036;T23557
5037;T03479
5038;T22370
5039;T43707
5040;T13740
5041;T25689
5042;T56212
5043;T36475
5044;T43959
5045;T12784
5046;T07090
5047;T21355
5048;T14095
5049;T03114
5050;T25342
5051;T01370
5052;T02883
5053;T10581
5054;T08531
5055;T21649
5056;T69251
5057;T17649
5058;T22671
5059;T22851
5060;T04423
5061;T69193
5062;T25379
5063;T03008
5064;T11746
5065;T18196
5066;T00165
5067;T17264
5068;T19144
5069;T21958
5070;T04976
5071;T14897
5072;T10265
5073;T21827
5074;T18874
5075;T10524
5076;T00267
5077;T27310
5078;T45193
5079;T01312
5080;T14284
5081;T12924
5082;T18094
5083;T13758
5084;T19153
5085;T16958
5086;T13327
5087;T08682
5088;T00471
5089;T01043
5090;T15276
5091;T21944
5092;T19088
5093;T10568
5094;T08163
5095;T33415
5096;T08652
5097;T12107
5098;T16307
5099;T12040
5100;T65019
5101;T20086
5102;T13835
5103;T12935
5104;T12446
5105;T00083
5106;T11499
5107;T15151
5108;T17050
5109;T19515
5110;T23908
5111;T07502
5112;T16266
5113;T15345
5114;T18121
5115;T21151
5116;T69256
5117;T16053
5118;T25022
5119;T27324
5120;T28969
5121;T08785
5122;T11293
5123;T13142
5124;T12090
5125;T04871
5126;T53085
5127;T12981
5128;T65653
5129;T11321
5130;T17959
5131;T21050
5132;T14251
5133;T60247
5134;T21119
5135;T12320
5136;T12258
5137;T14832
5138;T11868
5139;T18946
5140;T03063
5141;T02079
5142;T24265
5143;T11144
5144;T12605
5145;T20680
5146;T05673
5147;T00019
5148;T54845
5149;T19185
5150;T00016
5151;T04851
5152;T17155
5153;T18214
5154;T36955
5155;T69074
5156;T65322
5157;T17801
5158;T66845
5159;T05930
5160;T19172
5161;T07613
5162;T29636
5163;T18046
5164;T27355
5165;T23682
5166;T22386
5167;T52617
5168;T20876
5169;T00592
5170;T13915
5171;T05620
5172;T15324
5173;T15118
5174;T01945
5175;T01191
5176;T52564
5177;T28772
5178;T19106
5179;T12968
5180;T19642
5181;T69265
5182;T20206
5183;T23272
5184;T23159
5185;T21637
5186;T19152
5187;T23954
5188;T11518
5189;T14031
5190;T57428
5191;T17582
5192;T24012
5193;T06073
5194;T08191
5195;T12882
5196;T16682
5197;T08299
5198;T21720
5199;T00192
5200;T23746
5201;T26144
5202;T17011
5203;T15591
5204;T11394
5205;T10376
5206;T14838
5207;T20536
5208;T08230
5209;T19672
5210;T19871
5211;T02572
5212;T23707
5213;T55543
5214;T69390
5215;T44242
5216;T17187
5217;T02561
5218;T25406
5219;T15682
5220;T10405
5221;T12485
5222;T10508
5223;T14598
5224;T03615
5225;T03453
5226;T12451
5227;T17181
5228;T16600
5229;T19441
5230;T17288
5231;T23548
5232;T03987
5233;T23177
5234;T22258
5235;T02039
5236;T19079
5237;T25501
5238;T21643
5239;T16796
5240;T21293
5241;T04550
5242;T03482
5243;T17694
5244;T20205
5245;T20519
5246;T45012
5247;T17601
5248;T15906
5249;T01315
5250;T36219
5251;T60854
5252;T18761
5253;T18142
5254;T26163
5255;T16095
5256;T66926
5257;T22656
5258;T05422
5259;T52673
5260;T26399
5261;T16026
5262;T60987
5263;T19766
5264;T10945
5265;T20501
5266;T04905
5267;T12673
5268;T05489
5269;T14710
5270;T07876
5271;T20996
5272;T16757
5273;T16168
5274;T23245
5275;T09367
5276;T20949
5277;T16729
5278;T17738
5279;T04532
5280;T08516
5281;T20051
5282;T16795
5283;T11935
5284;T17388
5285;T20043
5286;T15543
5287;T33557
5288;T44780
5289;T12753
5290;T00300
5291;T20658
5292;T14823
5293;T15112
5294;T22591
5295;T23409
5296;T01238
5297;T01134
5298;T19456
5299;T16098
5300;T12330
5301;T16440
5302;T26166
5303;T20390
5304;T04657
5305;T21278
5306;T17943
5307;T24373
5308;T20189
5309;T11523
5310;T52950
5311;T10817
5312;T23958
5313;T00488
5314;T24127
5315;T52882
5316;T20973
5317;T53838
5318;T24584
5319;T12831
5320;T66223
5321;T19462
5322;T16720
5323;T20879
5324;T10589
5325;T18442
5326;T20399
5327;T22732
5328;T53992
5329;T23732
5330;T17877
5331;T10902
5332;T66534
5333;T17193
5334;T18242
5335;T02117
5336;T20916
5337;T01203
5338;T17964
5339;T02207
5340;T15637
5341;T16867
5342;T19213
5343;T19980
5344;T18434
5345;T19413
5346;T06726
5347;T20849
5348;T10082
5349;T17053
5350;T17813
5351;T16672
5352;T12033
5353;T21910
5354;T19056
5355;T09994
5356;T12645
5357;T19302
5358;T25452
5359;T15968
5360;T16652
5361;T05193
5362;T55495
5363;T54106
5364;T65445
5365;T17167
5366;T17748
5367;T23324
5368;T16799
5369;T23558
5370;T15967
5371;T26726
5372;T46431
5373;T22540
5374;T33664
5375;T17673
5376;T12824
5377;T11959
5378;T16210
5379;T03047
5380;T14738
5381;T69350
5382;T01334
5383;T43701
5384;T00058
5385;T21536
5386;T12670
5387;T21410
5388;T02590
5389;T13760
5390;T11370
5391;T14735
5392;T21251
5393;T18629
5394;T08886
5395;T16653
5396;T13929
5397;T04390
5398;T52884
5399;T36796
5400;T29585
5401;T19961
5402;T07581
5403;T53224
5404;T14927
5405;T68016
5406;T08665
5407;T15047
5408;T00143
5409;T23168
5410;T18074
5411;T13744
5412;T22391
5413;T10318
5414;T04790
5415;T11349
5416;T01253
5417;T28499
5418;T18556
5419;T00704
5420;T23124
5421;T17915
5422;T66487
5423;T13294
5424;T18642
5425;T18836
5426;T36251
5427;T09945
5428;T01782
5429;T21272
5430;T08614
5431;T15364
5432;T02160
5433;T18141
5434;T17386
5435;T22104
5436;T69261
5437;T23565
5438;T08379
5439;T16207
5440;T22491
5441;T54158
5442;T10737
5443;T21237
5444;T24960
5445;T31411
5446;T16614
5447;T16986
5448;T16984
5449;T08496
5450;T16211
5451;T21172
5452;T04900
5453;T09371
5454;T21994
5455;T15225
5456;T06216
5457;T65625
5458;T22582
5459;T04669
5460;T17509
5461;T24572
5462;T21227
5463;T15386
5464;T21493
5465;T36821
5466;T22889
5467;T22558
5468;T16978
5469;T05120
5470;T25532
5471;T20186
5472;T01266
5473;T06793
5474;T21733
5475;T21855
5476;T23247
5477;T17470
5478;T00980
5479;T14023
5480;T12252
5481;T10274
5482;T26137
5483;T24380
5484;T22103
5485;T20782
5486;T16565
5487;T65543
5488;T61626
5489;T21800
5490;T16935
5491;T16642
5492;T18565
5493;T08069
5494;T22943
5495;T06006
5496;T15353
5497;T19036
5498;T65756
5499;T22007
5500;T33957
5501;T22658
5502;T00975
5503;T19021
5504;T53506
5505;T12292
5506;T10489
5507;T12969
5508;T19760
5509;T19653
5510;T12874
5511;T54846
5512;T21488
5513;T14043
5514;T20210
5515;T14274
5516;T14631
5517;T22495
5518;T17078
5519;T19420
5520;T26175
5521;T10503
5522;T11151
5523;T01553
5524;T18397
5525;T25595
5526;T16442
5527;T05780
5528;T12903
5529;T11182
5530;T22208
5531;T22941
5532;T17708
5533;T24483
5534;T23031
5535;T03786
5536;T20868
5537;T21740
5538;T14195
5539;T17642
5540;T01192
5541;T02146
5542;T00400
5543;T00840
5544;T21465
5545;T16417
5546;T04416
5547;T18086
5548;T45693
5549;T02200
5550;T07627
5551;T00043
5552;T29654
5553;T10814
5554;T15956
5555;T11882
5556;T15640
5557;T25788
5558;T00480
5559;T19048
5560;T16805
5561;T44901
5562;T16116
5563;T20257
5564;T11436
5565;T20709
5566;T16383
5567;T02191
5568;T15313
5569;T19228
5570;T20222
5571;T08329
5572;T62679
5573;T15881
5574;T00772
5575;T21457
5576;T10781
5577;T22754
5578;T14920
5579;T08654
5580;T08641
5581;T31857
5582;T20724
5583;T18771
5584;T23389
5585;T12864
5586;T14742
5587;T17823
5588;T00761
5589;T52845
5590;T13432
5591;T19123
5592;T19639
5593;T16702
5594;T06273
5595;T25148
5596;T21097
5597;T11148
5598;T00122
5599;T11738
5600;T08270
5601;T22201
5602;T16677
5603;T21429
5604;T23508
5605;T20423
5606;T19331
5607;T56859
5608;T21469
5609;T16789
5610;T13433
5611;T22512
5612;T18356
5613;T17928
5614;T18131
5615;T17817
5616;T19886
5617;T06539
5618;T00223
5619;T16411
5620;T01598
5621;T01647
5622;T13772
5623;T15492
5624;T12606
5625;T06678
5626;T12041
5627;T00759
5628;T00758
5629;T23096
5630;T01736
5631;T23562
5632;T20476
5633;T00823
5634;T20935
5635;T24693
5636;T45164
5637;T19054
5638;T19594
5639;T00517
5640;T14754
5641;T17160
5642;T19232
5643;T00259
5644;T11561
5645;T01904
5646;T23674
5647;T10682
5648;T19019
5649;T07023
5650;T09753
5651;T21679
5652;T16436
5653;T22141
5654;T17978
5655;T17991
5656;T08041
5657;T52658
5658;T10340
5659;T12316
5660;T15739
5661;T22087
5662;T19614
5663;T13293
5664;T20323
5665;T24137
5666;T12687
5667;T01382
5668;T10895
5669;T16159
5670;T13093
5671;T16195
5672;T19436
5673;T01442
5674;T16509
5675;T12341
5676;T18969
5677;T24680
5678;T13840
5679;T22525
5680;T59924
5681;T00831
5682;T00391
5683;T15672
5684;T52670
5685;T10312
5686;T69237
5687;T23464
5688;T52654
5689;T01362
5690;T17625
5691;T16979
5692;T15871
5693;T18613
5694;T15807
5695;T13687
5696;T11724
5697;T11779
5698;T27345
5699;T22433
5700;T24578
5701;T09676
5702;T16160
5703;T01516
5704;T00193
5705;T05214
5706;T61975
5707;T10789
5708;T19637
5709;T14003
5710;T21722
5711;T03604
5712;T17617
5713;T18632
5714;T22844
5715;T00229
5716;T04476
5717;T18681
5718;T67140
5719;T06210
5720;T19399
5721;T03812
5722;T15800
5723;T09196
5724;T37219
5725;T25813
5726;T23101
5727;T14239
5728;T17306
5729;T20007
5730;T00820
5731;T56884
5732;T24714
5733;T03333
5734;T16841
5735;T01839
5736;T61211
5737;T15722
5738;T00506
5739;T14474
5740;T18422
5741;T21015
5742;T00119
5743;T00993
5744;T19969
5745;T17941
5746;T41586
5747;T16468
5748;T20565
5749;T00074
5750;T10877
5751;T05219
5752;T21255
5753;T19347
5754;T57430
5755;T16520
5756;T01306
5757;T23323
5758;T17156
5759;T01599
5760;T12042
5761;T01144
5762;T21122
5763;T01279
5764;T21225
5765;T08578
5766;T02186
5767;T18478
5768;T11467
5769;T00518
5770;T25782
5771;T22800
5772;T13378
5773;T14725
5774;T10806
5775;T40743
5776;T21296
5777;T15355
5778;T15734
5779;T00205
5780;T16488
5781;T15000
5782;T15541
5783;T55519
5784;T22711
5785;T00132
5786;T14385
5787;T10290
5788;T15671
5789;T17365
5790;T01239
5791;T25491
5792;T00474
5793;T23102
5794;T16807
5795;T20473
5796;T18577
5797;T36787
5798;T04966
5799;T18988
5800;T00220
5801;T01870
5802;T18561
5803;T19891
5804;T14127
5805;T00272
5806;T14691
5807;T02645
5808;T18077
5809;T11757
5810;T22324
5811;T16915
5812;T19828
5813;T23049
5814;T01829
5815;T69375
5816;T23585
5817;T11201
5818;T01930
5819;T04830
5820;T22513
5821;T12505
5822;T13597
5823;T23408
5824;T24816
5825;T43687
5826;T00837
5827;T15296
5828;T06596
5829;T06597
5830;T03863
5831;T13270
5832;T14060
5833;T51606
5834;T00364
5835;T13742
5836;T16362
5837;T01767
5838;T00393
5839;T04253
5840;T04946
5841;T16906
5842;T13940
5843;T12053
5844;T18808
5845;T00336
5846;T13155
5847;T01549
5848;T18007
5849;T11331
5850;T10519
5851;T19406
5852;T07215
5853;T01541
5854;T21814
5855;T19798
5856;T21737
5857;T56972
5858;T18519
5859;T12183
5860;T18520
5861;T14565
5862;T09229
5863;T13123
5864;T66769
5865;T11479
5866;T00730
5867;T17482
5868;T19567
5869;T13536
5870;T09898
5871;T20826
5872;T02723
5873;T15045
5874;T14840
5875;T19492
5876;T14338
5877;T00895
5878;T00053
5879;T00579
5880;T18098
5881;T29616
5882;T41602
5883;T17206
5884;T13632
5885;T13170
5886;T07750
5887;T23662
5888;T21003
5889;T05057
5890;T28923
5891;T21858
5892;T00889
5893;T10385
5894;T24558
5895;T13910
5896;T01169
5897;T13206
5898;T11725
5899;T15132
5900;T21399
5901;T06743
5902;T18059
5903;T00852
5904;T16595
5905;T17529
5906;T04320
5907;T23588
5908;T13023
5909;T11538
5910;T15040
5911;T12460
5912;T04602
5913;T18617
5914;T12842
5915;T09906
5916;T07554
5917;T20960
5918;T19429
5919;T07805
5920;T18175
5921;T11981
5922;T11094
5923;T11092
5924;T15046
5925;T01577
5926;T24124
5927;T36712
5928;T21306
5929;T00035
5930;T17693
5931;T20469
5932;T00724
5933;T02083
5934;T17597
5935;T20290
5936;T24072
5937;T65863
5938;T19887
5939;T21149
5940;T00942
5941;T16474
5942;T19353
5943;T10033
5944;T04126
5945;T13777
5946;T06815
5947;T07769
5948;T17876
5949;T02920
5950;T10731
5951;T19424
5952;T21078
5953;T25111
5954;T21965
5955;T14576
5956;T09815
5957;T08086
5958;T22291
5959;T08941
5960;T10605
5961;T18610
5962;T17201
5963;T08104
5964;T21091
5965;T00472
5966;T18386
5967;T01038
5968;T27434
5969;T04187
5970;T17172
5971;T17084
5972;T16305
5973;T23447
5974;T33521
5975;T10955
5976;T25696
5977;T26007
5978;T16944
5979;T21540
5980;T21627
5981;T01699
5982;T06361
5983;T02150
5984;T02460
5985;T32846
5986;T11340
5987;T01456
5988;T17739
5989;T16286
5990;T00251
5991;T22304
5992;T10347
5993;T19835
5994;T03579
5995;T17170
5996;T08370
5997;T14002
5998;T26116
5999;T08802
6000;T61510
6001;T01637
6002;T22466
6003;T20798
6004;T08021
6005;T15692
6006;T14572
6007;T10300
6008;T23270
6009;T24000
6010;T23841
6011;T07327
6012;T01695
6013;T23461
6014;T17145
6015;T14425
6016;T13037
6017;T12806
6018;T02229
6019;T03656
6020;T10861
6021;T21600
6022;T17036
6023;T12788
6024;T08081
6025;T65913
6026;T17422
6027;T01663
6028;T20487
6029;T69366
6030;T22769
6031;T21703
6032;T21775
6033;T22824
6034;T14919
6035;T10684
6036;T26115
6037;T25688
6038;T13856
6039;T15832
6040;T18537
6041;T20589
6042;T14057
6043;T02008
6044;T08951
6045;T23233
6046;T14895
6047;T16366
6048;T56971
6049;T00788
6050;T26165
6051;T19582
6052;T10851
6053;T16484
6054;T37086
6055;T27868
6056;T15530
6057;T16052
6058;T53044
6059;T18483
6060;T01327
6061;T01807
6062;T61625
6063;T07534
6064;T10415
6065;T17730
6066;T16765
6067;T12016
6068;T56258
6069;T09026
6070;T17873
6071;T14133
6072;T06439
6073;T17064
6074;T19643
6075;T15980
6076;T15748
6077;T20163
6078;T61610
6079;T11101
6080;T03937
6081;T56450
6082;T24358
6083;T23529
6084;T06812
6085;T25086
6086;T20386
6087;T17895
6088;T57427
6089;T24611
6090;T09910
6091;T09352
6092;T06658
6093;T00093
6094;T61340
6095;T15011
6096;T17613
6097;T20449
6098;T10727
6099;T52784
6100;T10501
