Type d’enregistrement (E,A);Code journal;N° écriture;N° pièce;Date pièce;Libellé;Date échéance;Code nature;Racine compte collectif;Montant en euros;Code débit/crédit (C,D);Compte général;Date (date facture ?);Code lettrage;Date lettrage;Compte auxiliaire;Code nature tiers (C,F,A,Blanc);Code trésorerie;N° relance;date valeur;Référence document;N° de séquence;Code section (axe anal.1);Code affaire (axe anal. 2);Code destination (axe anal. 2);Quantité analytique;Montant en devises;Code devise ISO;Taux de la devise;Mode de paiement;Bon à payer;Code banque affectation;Echéance escomptable;Zone texte libre;Ecriture modifiable (L,I,blanc);Date création;Heure création
E;71;;30;24/10/2025;- - - ABMON;30/11/2025;;;98,18;C;70700300;24/10/25;;;T00002;;;;;;;;;;;;;;TD;;;;;;;
E;71;;30;24/10/2025;- - - ABMON;30/11/2025;;;100,16;C;70850300;24/10/25;;;T00002;;;;;;;;;;;;;;TD;;;;;;;
E;71;;27;24/10/2025;- - - ALLOUACHE;30/11/2025;;;178,39;D;41100000;24/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;27;24/10/2025;- - - ALLOUACHE;30/11/2025;;;142,06;C;70700300;24/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;27;24/10/2025;- - - ALLOUACHE;30/11/2025;;;6,60;C;70850300;24/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;27;24/10/2025;- - - ALLOUACHE;30/11/2025;;;29,73;C;44570000;24/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;26;24/10/2025;- - - ABMON;30/11/2025;;;126,67;D;41100000;24/10/25;;;T00002;;;;;;;;;;;;;;TD;;;;;;;
E;71;;26;24/10/2025;- - - ABMON;30/11/2025;;;49,09;C;70700300;24/10/25;;;T00002;;;;;;;;;;;;;;TD;;;;;;;
E;71;;26;24/10/2025;- - - ABMON;30/11/2025;;;77,58;C;70850300;24/10/25;;;T00002;;;;;;;;;;;;;;TD;;;;;;;
E;71;;25;24/10/2025;- - - ABMON;30/11/2025;;;168,07;D;41100000;24/10/25;;;T00002;;;;;;;;;;;;;;TD;;;;;;;
E;71;;25;24/10/2025;- - - ABMON;30/11/2025;;;77,45;C;70700300;24/10/25;;;T00002;;;;;;;;;;;;;;TD;;;;;;;
E;71;;25;24/10/2025;- - - ABMON;30/11/2025;;;90,62;C;70850300;24/10/25;;;T00002;;;;;;;;;;;;;;TD;;;;;;;
E;71;;24;23/10/2025;- - - ALLOUACHE;;;;178,39;D;41100000;23/10/25;;;T00004;;;;;;;;;;;;;;CB;;;;;;;
E;71;;24;23/10/2025;- - - ALLOUACHE;;;;142,06;C;70700300;23/10/25;;;T00004;;;;;;;;;;;;;;CB;;;;;;;
E;71;;24;23/10/2025;- - - ALLOUACHE;;;;6,60;C;70850300;23/10/25;;;T00004;;;;;;;;;;;;;;CB;;;;;;;
E;71;;24;23/10/2025;- - - ALLOUACHE;;;;29,73;C;44570000;23/10/25;;;T00004;;;;;;;;;;;;;;CB;;;;;;;
E;71;;23;23/10/2025;- - - ALLOUACHE;;;;9,60;D;41100000;23/10/25;;;T00004;;;;;;;;;;;;;;CB;;;;;;;
E;71;;23;23/10/2025;- - - ALLOUACHE;;;;1,40;C;70700300;23/10/25;;;T00004;;;;;;;;;;;;;;CB;;;;;;;
E;71;;23;23/10/2025;- - - ALLOUACHE;;;;6,60;C;70850300;23/10/25;;;T00004;;;;;;;;;;;;;;CB;;;;;;;
E;71;;23;23/10/2025;- - - ALLOUACHE;;;;1,60;C;44570000;23/10/25;;;T00004;;;;;;;;;;;;;;CB;;;;;;;
E;71;;22;21/10/2025;- - - ALLOUACHE;30/11/2025;;;178,39;D;41100000;21/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;22;21/10/2025;- - - ALLOUACHE;30/11/2025;;;142,06;C;70700300;21/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;22;21/10/2025;- - - ALLOUACHE;30/11/2025;;;6,60;C;70850300;21/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;22;21/10/2025;- - - ALLOUACHE;30/11/2025;;;29,73;C;44570000;21/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;21;20/10/2025;- - - ALLOUACHE;30/11/2025;;;615,84;D;41100000;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;21;20/10/2025;- - - ALLOUACHE;30/11/2025;;;505,04;C;70700300;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;21;20/10/2025;- - - ALLOUACHE;30/11/2025;;;8,16;C;70850300;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;21;20/10/2025;- - - ALLOUACHE;30/11/2025;;;102,64;C;44570000;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;20;20/10/2025;- - - ALLOUACHE;30/11/2025;;;606,05;D;41100000;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;20;20/10/2025;- - - ALLOUACHE;30/11/2025;;;505,04;C;70700300;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;20;20/10/2025;- - - ALLOUACHE;30/11/2025;;;8,16;C;70850300;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;20;20/10/2025;- - - ALLOUACHE;30/11/2025;;;92,85;C;44570000;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;19;20/10/2025;- - - ALLOUACHE;30/11/2025;;;70,61;D;41100000;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;19;20/10/2025;- - - ALLOUACHE;30/11/2025;;;50,68;C;70700300;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;19;20/10/2025;- - - ALLOUACHE;30/11/2025;;;8,16;C;70850300;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;19;20/10/2025;- - - ALLOUACHE;30/11/2025;;;11,77;C;44570000;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;18;20/10/2025;- - - ALLOUACHE;30/11/2025;;;80,16;D;41100000;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;18;20/10/2025;- - - ALLOUACHE;30/11/2025;;;58,64;C;70700300;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;18;20/10/2025;- - - ALLOUACHE;30/11/2025;;;8,16;C;70850300;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;18;20/10/2025;- - - ALLOUACHE;30/11/2025;;;13,36;C;44570000;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;18;20/10/2025;- - - ALLOUACHE;30/11/2025;;;80,16;D;41100000;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;18;20/10/2025;- - - ALLOUACHE;30/11/2025;;;58,64;C;70700300;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;18;20/10/2025;- - - ALLOUACHE;30/11/2025;;;8,16;C;70850300;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;18;20/10/2025;- - - ALLOUACHE;30/11/2025;;;13,36;C;44570000;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;17;20/10/2025;- - - ABMON;;;;2223,23;D;41100000;20/10/25;;;T00002;;;;;;;;;;;;;;VI;;;;;;;
E;71;;17;20/10/2025;- - - ABMON;;;;1823,36;C;70792300;20/10/25;;;T00002;;;;;;;;;;;;;;VI;;;;;;;
E;71;;17;20/10/2025;- - - ABMON;;;;29,33;C;70852300;20/10/25;;;T00002;;;;;;;;;;;;;;VI;;;;;;;
E;71;;17;20/10/2025;- - - ABMON;;;;370,54;C;44570000;20/10/25;;;T00002;;;;;;;;;;;;;;VI;;;;;;;
E;71;;15;20/10/2025;- - - ALLOUACHE;30/11/2025;;;1758,32;D;41100000;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;15;20/10/2025;- - - ALLOUACHE;30/11/2025;;;1008,32;C;70700300;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;15;20/10/2025;- - - ALLOUACHE;30/11/2025;;;750,00;C;70850300;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;16;20/10/2025;- - - ABMON;30/11/2025;;;111,62;D;41100000;20/10/25;;;T00002;;;;;;;;;;;;;;TD;;;;;;;
E;71;;16;20/10/2025;- - - ABMON;30/11/2025;;;21,66;C;70700300;20/10/25;;;T00002;;;;;;;;;;;;;;TD;;;;;;;
E;71;;16;20/10/2025;- - - ABMON;30/11/2025;;;89,96;C;70850300;20/10/25;;;T00002;;;;;;;;;;;;;;TD;;;;;;;
E;71;;14;20/10/2025;- - - ATTELAGES DE SAINT NICOLAS;30/11/2025;;;34,94;D;41100000;20/10/25;;;T00010;;;;;;;;;;;;;;TD;;;;;;;
E;71;;14;20/10/2025;- - - ATTELAGES DE SAINT NICOLAS;30/11/2025;;;22,52;C;70700300;20/10/25;;;T00010;;;;;;;;;;;;;;TD;;;;;;;
E;71;;14;20/10/2025;- - - ATTELAGES DE SAINT NICOLAS;30/11/2025;;;6,60;C;70850300;20/10/25;;;T00010;;;;;;;;;;;;;;TD;;;;;;;
E;71;;14;20/10/2025;- - - ATTELAGES DE SAINT NICOLAS;30/11/2025;;;5,82;C;44570000;20/10/25;;;T00010;;;;;;;;;;;;;;TD;;;;;;;
E;71;;13;20/10/2025;- - - ALLOUACHE;30/11/2025;;;333,94;D;41100000;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;13;20/10/2025;- - - ALLOUACHE;30/11/2025;;;271,68;C;70700300;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;13;20/10/2025;- - - ALLOUACHE;30/11/2025;;;6,60;C;70850300;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;13;20/10/2025;- - - ALLOUACHE;30/11/2025;;;55,66;C;44570000;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;12;20/10/2025;- - - ALLOUACHE;30/11/2025;;;20,20;D;41100000;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;12;20/10/2025;- - - ALLOUACHE;30/11/2025;;;10,23;C;70700300;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;12;20/10/2025;- - - ALLOUACHE;30/11/2025;;;6,60;C;70850300;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;12;20/10/2025;- - - ALLOUACHE;30/11/2025;;;3,37;C;44570000;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;11;20/10/2025;- - - ALLOUACHE;30/11/2025;;;11,48;D;41100000;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;11;20/10/2025;- - - ALLOUACHE;30/11/2025;;;2,97;C;70700300;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;11;20/10/2025;- - - ALLOUACHE;30/11/2025;;;6,60;C;70850300;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;11;20/10/2025;- - - ALLOUACHE;30/11/2025;;;1,91;C;44570000;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;10;20/10/2025;- - - ABMON;30/11/2025;;;186,80;D;41100000;20/10/25;;;T00002;;;;;;;;;;;;;;TD;;;;;;;
E;71;;10;20/10/2025;- - - ABMON;30/11/2025;;;90,28;C;70700300;20/10/25;;;T00002;;;;;;;;;;;;;;TD;;;;;;;
E;71;;10;20/10/2025;- - - ABMON;30/11/2025;;;96,52;C;70850300;20/10/25;;;T00002;;;;;;;;;;;;;;TD;;;;;;;
E;71;;9;20/10/2025;- - - ALLOUACHE;30/11/2025;;;17,66;D;41100000;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;9;20/10/2025;- - - ALLOUACHE;30/11/2025;;;8,12;C;70700300;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;9;20/10/2025;- - - ALLOUACHE;30/11/2025;;;6,60;C;70850300;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;9;20/10/2025;- - - ALLOUACHE;30/11/2025;;;2,94;C;44570000;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;8;20/10/2025;- - - ALLOUACHE;30/11/2025;;;45,40;D;41100000;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;8;20/10/2025;- - - ALLOUACHE;30/11/2025;;;31,23;C;70700300;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;8;20/10/2025;- - - ALLOUACHE;30/11/2025;;;6,60;C;70850300;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;8;20/10/2025;- - - ALLOUACHE;30/11/2025;;;7,57;C;44570000;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;7;20/10/2025;- - - ALLOUACHE;30/11/2025;;;141,76;D;41100000;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;7;20/10/2025;- - - ALLOUACHE;30/11/2025;;;111,53;C;70700300;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;7;20/10/2025;- - - ALLOUACHE;30/11/2025;;;6,60;C;70850300;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;7;20/10/2025;- - - ALLOUACHE;30/11/2025;;;23,63;C;44570000;20/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;6;13/10/2025;- - - ABMON;30/11/2025;;;66,93;D;41100000;13/10/25;;;T00002;;;;;;;;;;;;;;TD;;;;;;;
E;71;;6;13/10/2025;- - - ABMON;30/11/2025;;;8,17;C;70700300;13/10/25;;;T00002;;;;;;;;;;;;;;TD;;;;;;;
E;71;;6;13/10/2025;- - - ABMON;30/11/2025;;;58,76;C;70850300;13/10/25;;;T00002;;;;;;;;;;;;;;TD;;;;;;;
E;71;;5;09/10/2025;- - - ALLOUACHE;;;;31,44;D;41100000;09/10/25;;;T00004;;;;;;;;;;;;;;VI;;;;;;;
E;71;;5;09/10/2025;- - - ALLOUACHE;;;;19,60;C;70700300;09/10/25;;;T00004;;;;;;;;;;;;;;VI;;;;;;;
E;71;;5;09/10/2025;- - - ALLOUACHE;;;;6,60;C;70850300;09/10/25;;;T00004;;;;;;;;;;;;;;VI;;;;;;;
E;71;;5;09/10/2025;- - - ALLOUACHE;;;;5,24;C;44570000;09/10/25;;;T00004;;;;;;;;;;;;;;VI;;;;;;;
E;71;;4;08/10/2025;- - - ALLOUACHE;30/11/2025;;;1458,32;D;41100000;08/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;4;08/10/2025;- - - ALLOUACHE;30/11/2025;;;1008,32;C;70700300;08/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;4;08/10/2025;- - - ALLOUACHE;30/11/2025;;;450,00;C;70850300;08/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;3;03/10/2025;- - - ALLOUACHE;30/11/2025;;;280,25;D;41100000;03/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;3;03/10/2025;- - - ALLOUACHE;30/11/2025;;;226,94;C;70700300;03/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;3;03/10/2025;- - - ALLOUACHE;30/11/2025;;;6,60;C;70850300;03/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;3;03/10/2025;- - - ALLOUACHE;30/11/2025;;;46,71;C;44570000;03/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;2;03/10/2025;- - - ALLOUACHE;30/11/2025;;;144,08;D;41100000;03/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;2;03/10/2025;- - - ALLOUACHE;30/11/2025;;;113,47;C;70700300;03/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;2;03/10/2025;- - - ALLOUACHE;30/11/2025;;;6,60;C;70850300;03/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;2;03/10/2025;- - - ALLOUACHE;30/11/2025;;;24,01;C;44570000;03/10/25;;;T00004;;;;;;;;;;;;;;TD;;;;;;;
E;71;;1;03/10/2025;- - - ALLOUACHE;;;;276,58;D;41100000;03/10/25;;;T00004;;;;;;;;;;;;;;VI;;;;;;;
E;71;;1;03/10/2025;- - - ALLOUACHE;;;;231,03;C;70700300;03/10/25;;;T00004;;;;;;;;;;;;;;VI;;;;;;;
E;71;;1;03/10/2025;- - - ALLOUACHE;;;;11,00;C;70850300;03/10/25;;;T00004;;;;;;;;;;;;;;VI;;;;;;;
E;71;;1;03/10/2025;- - - ALLOUACHE;;;;34,55;C;44570000;03/10/25;;;T00004;;;;;;;;;;;;;;VI;;;;;;;
